"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","chain_length","chunks","cuda","discrete_comm","embedding_size","epochs","group","hidden_size","ingest_multiple_messages","log_interval","lr","max_message_len","name","num_batches_per_epoch","num_batchs_per_epoch","num_colors","num_listener_views","num_reward_matrices","num_shapes","optimize_jointly","partial_reward_matrix","save_dir","save_outputs","train_chain_length","use_same_agent","vocab_size","wandb","wandb_project_name","inductive_bias","learn_from_demo","learn_from_demos","no_additional_info","num_examples_for_demos","num_utilities_seen_in_training","pedagogical_sampling","perfect_teacher","same_agent_view","shuffle_agents","teacher_alpha","use_bayesian_teacher","train_percent","current_epoch","train_accuracy","train_accuracy_0","train_accuracy_1","train_accuracy_2","train_accuracy_3","train_accuracy_4","train_loss","train_loss_0","train_loss_1","train_loss_2","train_loss_3","train_loss_4","train_prediction_index","train_reward","train_reward_0","train_reward_1","train_reward_2","train_reward_3","train_reward_4","val_accuracy","val_accuracy_0","val_accuracy_1","val_accuracy_2","val_accuracy_3","val_accuracy_4","val_loss","val_loss_0","val_loss_1","val_loss_2","val_loss_3","val_loss_4","val_prediction_index","val_reward","val_reward_0","val_reward_1","val_reward_2","val_reward_3","val_reward_4","train_correlation","train_jsd","train_mean Bayesian score","val_correlation","val_jsd","val_mean Bayesian score","train_jsd_alpha=1","train_jsd_alpha=10","train_jsd_alpha=100","train_jsd_alpha=1000","train_jsd_alpha=10000","train_mean Bayesian score_alpha=1","train_mean Bayesian score_alpha=10","train_mean Bayesian score_alpha=100","train_mean Bayesian score_alpha=1000","train_mean Bayesian score_alpha=10000","train_num_unique_demos","val_jsd_alpha=1","val_jsd_alpha=10","val_jsd_alpha=100","val_jsd_alpha=1000","val_jsd_alpha=10000","val_mean Bayesian score_alpha=1","val_mean Bayesian score_alpha=10","val_mean Bayesian score_alpha=100","val_mean Bayesian score_alpha=1000","val_mean Bayesian score_alpha=10000","val_num_unique_demos"
"perfect-teacher_random-demo_k=20_5","finished","-","dharakyu","","2023-01-27T09:13:44.000Z","281","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=20","100","false","100","0.000005","4","perfect-teacher_random-demo_k=20_5","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","20","","false","true","false","false","1","false","0.8","39","","0.894375","0.564375","","","","","-4.39284814119339","-2.1755356976389884","","","","","","0.9639196697642696","0.473130198749959","","","","","0.8890625","0.54375","","","","","-4.322937250137329","-2.0763857623934747","","","","","","0.9597691655766206","0.45433447883220857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=20_4","finished","-","dharakyu","","2023-01-27T09:08:45.000Z","292","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=20","100","false","100","0.000005","4","perfect-teacher_random-demo_k=20_4","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","20","","false","true","false","false","1","false","0.8","39","","0.9034375","0.5253125","","","","","-4.455573554039002","-1.9604339185357096","","","","","","0.9678590956081776","0.42182661459275234","","","","","0.90125","0.5015625","","","","","-4.501780512332917","-1.8608666890859604","","","","","","0.9692138667567444","0.3934717630646123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=20_3","finished","-","dharakyu","","2023-01-27T09:03:48.000Z","290","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=20","100","false","100","0.000005","4","perfect-teacher_random-demo_k=20_3","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","20","","false","true","false","false","1","false","0.8","39","","0.8778125","0.5140625","","","","","-4.410944194793701","-2.0047157907485964","","","","","","0.9527349631497202","0.43091308417307944","","","","","0.8678125","0.51","","","","","-4.241626148223877","-1.8985067129135131","","","","","","0.9423017277030148","0.41904150365069287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=20_2","finished","-","dharakyu","","2023-01-27T08:58:44.000Z","298","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=20","100","false","100","0.000005","4","perfect-teacher_random-demo_k=20_2","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","20","","false","true","false","false","1","false","0.8","39","","0.8975","0.510625","","","","","-4.501532545089722","-1.9024636220932007","","","","","","0.9666562351276918","0.4009293312949846","","","","","0.90125","0.4971875","","","","","-4.473399374485016","-1.8046167381107807","","","","","","0.966039080885874","0.3879435827206093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=20_1","finished","-","dharakyu","","2023-01-27T08:53:56.000Z","282","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=20","100","false","100","0.000005","4","perfect-teacher_random-demo_k=20_1","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","20","","false","true","false","false","1","false","0.8","39","","0.854375","0.539375","","","","","-4.390161464214325","-2.1403248786926268","","","","","","0.9371180637479172","0.4550571364693188","","","","","0.858125","0.51375","","","","","-4.340938858985901","-1.9255051217973231","","","","","","0.9370422619305192","0.4100787315067741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=10_5","finished","-","dharakyu","","2023-01-27T08:49:06.000Z","284","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=10","100","false","100","0.000005","4","perfect-teacher_random-demo_k=10_5","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","10","","false","true","false","false","1","false","0.8","39","","0.9171875","0.468125","","","","","-4.4498833203315735","-1.2735974019765854","","","","","","0.9778864457373516","0.2714877736981452","","","","","0.916875","0.4525","","","","","-4.470850188732147","-1.2262818971276284","","","","","","0.9767868561449856","0.2615323033705156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=10_4","finished","-","dharakyu","","2023-01-27T08:44:10.000Z","290","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=10","100","false","100","0.000005","4","perfect-teacher_random-demo_k=10_4","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","10","","false","true","false","false","1","false","0.8","39","","0.8715625","0.4984375","","","","","-4.377758705615998","-1.7054238941520452","","","","","","0.9470106338793622","0.3609049260407766","","","","","0.8640625","0.47625","","","","","-4.228949310779572","-1.499052581936121","","","","","","0.9408619221360028","0.32621872821471337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=10_3","finished","-","dharakyu","","2023-01-27T08:39:11.000Z","293","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=10","100","false","100","0.000005","4","perfect-teacher_random-demo_k=10_3","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","10","","false","true","false","false","1","false","0.8","39","","0.890625","0.4753125","","","","","-4.362367205619812","-1.2770368418097495","","","","","","0.9575576668753748","0.27957763003000835","","","","","0.8771875","0.4496875","","","","","-4.248079233169555","-1.1212133421003818","","","","","","0.9471882952545302","0.2407397272130735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=10_2","finished","-","dharakyu","","2023-01-27T08:34:06.000Z","299","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=10","100","false","100","0.000005","4","perfect-teacher_random-demo_k=10_2","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","10","","false","true","false","false","1","false","0.8","39","","0.9134375","0.56125","","","","","-4.478894393444062","-2.3566264364123346","","","","","","0.974527108931584","0.5101613855632329","","","","","0.9234375","0.5584375","","","","","-4.592477903366089","-2.4038119515776635","","","","","","0.979988923776626","0.5103362468326967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=10_1","finished","-","dharakyu","","2023-01-27T08:29:18.000Z","282","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=10","100","false","100","0.000005","4","perfect-teacher_random-demo_k=10_1","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","10","","false","true","false","false","1","false","0.8","39","","0.8971875","0.498125","","","","","-4.4056676530838015","-1.582700357362628","","","","","","0.966553779612952","0.3344463524716486","","","","","0.9034375","0.500625","","","","","-4.469595544338226","-1.595505586564541","","","","","","0.9643994906751604","0.33885094274787547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=5_5","finished","-","dharakyu","","2023-01-27T08:24:31.000Z","281","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=5","100","false","100","0.000005","4","perfect-teacher_random-demo_k=5_5","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","5","","false","true","false","false","1","false","0.8","39","","0.8903125","0.4734375","","","","","-4.394048640727997","-1.4335037887096405","","","","","","0.9652837972719326","0.3149104847854761","","","","","0.8875","0.453125","","","","","-4.423398160934449","-1.242292564660311","","","","","","0.965442606279105","0.2589407645415871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=5_4","finished","-","dharakyu","","2023-01-27T08:19:29.000Z","296","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=5","100","false","100","0.000005","4","perfect-teacher_random-demo_k=5_4","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","5","","false","true","false","false","1","false","0.8","39","","0.848125","0.345625","","","","","-4.27897602558136","-0.28473225608468056","","","","","","0.9297682596953856","0.05616865755317609","","","","","0.8428125","0.3159375","","","","","-4.229691576957703","0.2228918081521988","","","","","","0.92878864827949","-0.06184071759503738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=5_3","finished","-","dharakyu","","2023-01-27T08:14:30.000Z","292","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=5","100","false","100","0.000005","4","perfect-teacher_random-demo_k=5_3","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","5","","false","true","false","false","1","false","0.8","39","","0.8925","0.45875","","","","","-4.412411518096924","-1.2198259821534156","","","","","","0.9608218503952496","0.2496517241910598","","","","","0.8790625","0.4478125","","","","","-4.357102816104889","-1.0984339162707328","","","","","","0.9591057877904426","0.2287109738156657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=5_2","finished","-","dharakyu","","2023-01-27T08:09:27.000Z","296","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=5","100","false","100","0.000005","4","perfect-teacher_random-demo_k=5_2","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","5","","false","true","false","false","1","false","0.8","39","","0.8690625","0.4871875","","","","","-4.2691228532791134","-1.582997090220451","","","","","","0.9461023813914612","0.34340360182925717","","","","","0.8728125","0.485","","","","","-4.426147656440735","-1.637132453620434","","","","","","0.9508956834315296","0.34873955690698","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=5_1","finished","-","dharakyu","","2023-01-27T08:04:29.000Z","291","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=5","100","false","100","0.000005","4","perfect-teacher_random-demo_k=5_1","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","5","","false","true","false","false","1","false","0.8","39","","0.885","0.4709375","","","","","-4.470014882087708","-1.5715877039730548","","","","","","0.9619390961177156","0.3282516660915216","","","","","0.8834375","0.45875","","","","","-4.37370192527771","-1.3551443041861058","","","","","","0.9589445177046256","0.29120247026523666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=2_5","finished","-","dharakyu","","2023-01-27T07:59:39.000Z","283","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=2","100","false","100","0.000005","4","perfect-teacher_random-demo_k=2_5","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","2","","false","true","false","false","1","false","0.8","39","","0.929375","0.4040625","","","","","-4.436320657730103","-0.6825929006934166","","","","","","0.980974944922524","0.13776624527015666","","","","","0.91125","0.41","","","","","-4.490889365673065","-0.7188497038185596","","","","","","0.9766326821090344","0.15132660378163654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=2_4","finished","-","dharakyu","","2023-01-27T07:54:49.000Z","283","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=2","100","false","100","0.000005","4","perfect-teacher_random-demo_k=2_4","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","2","","false","true","false","false","1","false","0.8","39","","0.8734375","0.4346875","","","","","-4.335190911293029","-1.0295331214368344","","","","","","0.9514321406432846","0.2152177485558663","","","","","0.8753125","0.455","","","","","-4.357173371315002","-1.2586489179730416","","","","","","0.9503567923347326","0.26919393658135493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=2_3","finished","-","dharakyu","","2023-01-27T07:49:45.000Z","297","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=2","100","false","100","0.000005","4","perfect-teacher_random-demo_k=2_3","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","2","","false","true","false","false","1","false","0.8","39","","0.9221875","0.4353125","","","","","-4.491882350444794","-0.9112938934564592","","","","","","0.9795068723299654","0.19535047107954143","","","","","0.9096875","0.4146875","","","","","-4.478858170509338","-0.8254106681048871","","","","","","0.9729526947758936","0.16946541727784736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=2_2","finished","-","dharakyu","","2023-01-27T07:44:49.000Z","290","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=2","100","false","100","0.000005","4","perfect-teacher_random-demo_k=2_2","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","2","","false","true","false","false","1","false","0.8","39","","0.8925","0.46625","","","","","-4.390242257118225","-1.2261262167990208","","","","","","0.959329035194699","0.27031415915944834","","","","","0.8925","0.4621875","","","","","-4.426950626373291","-1.275201231390238","","","","","","0.9629773028576784","0.2768547126295558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=2_1","finished","-","dharakyu","","2023-01-27T07:39:45.000Z","297","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=2","100","false","100","0.000005","4","perfect-teacher_random-demo_k=2_1","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","2","","false","true","false","false","1","false","0.8","39","","0.89","0.5078125","","","","","-4.503661046028137","-1.8941044368594888","","","","","","0.961725004420396","0.4131603826582512","","","","","0.889375","0.486875","","","","","-4.430777394771576","-1.670897469073534","","","","","","0.9655549004301424","0.3713882371932289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=1_5","finished","-","dharakyu","","2023-01-27T07:34:42.000Z","296","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=1","100","false","100","0.000005","4","perfect-teacher_random-demo_k=1_5","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","1","","false","true","false","false","1","false","0.8","39","","0.89625","0.373125","","","","","-4.3955945611000065","-0.2955585035681725","","","","","","0.9604920566080042","0.0552798904001907","","","","","0.8865625","0.3321875","","","","","-4.3042373991012575","0.1338921531289816","","","","","","0.9568239328099016","-0.04742962599945424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=1_4","finished","-","dharakyu","","2023-01-27T07:29:58.000Z","278","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=1","100","false","100","0.000005","4","perfect-teacher_random-demo_k=1_4","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","1","","false","true","false","false","1","false","0.8","39","","0.8834375","0.4653125","","","","","-4.366024248600006","-1.314216828495264","","","","","","0.958379690249867","0.3074641166699426","","","","","0.898125","0.434375","","","","","-4.43053570985794","-1.00676294490695","","","","","","0.9609186750252736","0.2199540302121173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=1_3","finished","-","dharakyu","","2023-01-27T07:25:04.000Z","288","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=1","100","false","100","0.000005","4","perfect-teacher_random-demo_k=1_3","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","1","","false","true","false","false","1","false","0.8","39","","0.856875","0.361875","","","","","-4.307817449569702","-0.3024214968085289","","","","","","0.9392457009149234","0.049691591103666305","","","","","0.8425","0.2928125","","","","","-4.190166575908661","0.39036375008523466","","","","","","0.921852872373951","-0.09699982349162849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=1_2","finished","-","dharakyu","","2023-01-27T07:20:03.000Z","295","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=1","100","false","100","0.000005","4","perfect-teacher_random-demo_k=1_2","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","1","","false","true","false","false","1","false","0.8","39","","0.874375","0.424375","","","","","-4.352415685653686","-0.7625167232751846","","","","","","0.950313196730556","0.164817847001713","","","","","0.874375","0.4","","","","","-4.256221382617951","-0.6031697848439217","","","","","","0.948987205695238","0.11915323857511796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_random-demo_k=1_1","finished","-","dharakyu","","2023-01-27T07:14:59.000Z","297","","32","2","","true","false","64","40","perfect-teacher_random-demo_k=1","100","false","100","0.000005","4","perfect-teacher_random-demo_k=1_1","100","","4","","","4","true","false","/home/dharakyu/signaling-bandits/qualitative_analysis","false","","false","80","true","signaling-bandits","false","","true","false","1","","false","true","false","false","1","false","0.8","39","","0.9075","0.3828125","","","","","-4.464385232925415","-0.4467659753561019","","","","","","0.9727362425623344","0.09066400589338672","","","","","0.9075","0.4025","","","","","-4.51380854845047","-0.7235661724954844","","","","","","0.9744114284665264","0.15260362236209477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_pedagogical-demos_k=2_train-percent=0.05_log","finished","-","dharakyu","","2023-01-26T23:26:02.000Z","392","","32","2","","true","false","64","40","","100","false","100","0.000005","4","perfect-teacher_pedagogical-demos_k=2_train-percent=0.05_log","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/qualitative_analysis","true","","false","80","true","signaling-bandits","false","","true","false","2","","true","true","false","false","1","false","0.05","39","","0.855","0.4075","","","","","-4.279541802406311","-0.8942953388392926","","","","","","0.9383127964028112","0.18800982252425777","","","","","0.786875","0.3359375","","","","","-3.9969615507125855","0.01816194236278534","","","","","","0.8640503235119362","-0.015299616403400265","","","","","","","","","","","","","","","","","","","","15.73","","","","","","","","","","","22.47"
"perfect-teacher_pedagogical-demos_k=2_train-percent=0.8_log","finished","-","dharakyu","","2023-01-26T23:19:13.000Z","403","","32","2","","true","false","64","40","","100","false","100","0.000005","4","perfect-teacher_pedagogical-demos_k=2_train-percent=0.8_log","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/qualitative_analysis","true","","false","80","true","signaling-bandits","false","","true","false","2","","true","true","false","false","1","false","0.8","39","","0.8765625","0.62","","","","","-4.287757861614227","-2.800540825724602","","","","","","0.9499615398765214","0.620647981751618","","","","","0.879375","0.591875","","","","","-4.332646226882934","-2.6308155177533625","","","","","","0.9529559400622416","0.5738834920212861","","","","","","","","","","","","","","","","","","","","21.46","","","","","","","","","","","20.27"
"perfect-teacher_lang_max-message-len=12_train-percent=0.05_log","finished","-","dharakyu","","2023-01-26T23:06:37.000Z","750","","32","2","","true","true","64","40","","100","false","100","0.000005","12","perfect-teacher_lang_max-message-len=12_train-percent=0.05_log","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/qualitative_analysis","true","","false","80","true","signaling-bandits","false","","false","false","10","","false","true","false","false","1","false","0.05","39","","0.931875","0.525625","","","","","-4.551991443634034","-1.9948425909876824","","","","","","0.9858707786520728","0.4292056830985022","","","","","0.8934375","0.395","","","","","-4.299941787719726","-0.6131712107360363","","","","","","0.9599456458432704","0.13401223164674464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_lang_max-message-len=12_train-percent=0.8_log","finished","-","dharakyu","","2023-01-26T22:54:08.000Z","743","","32","2","","true","true","64","40","","100","false","100","0.000005","12","perfect-teacher_lang_max-message-len=12_train-percent=0.8_log","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/qualitative_analysis","true","","false","80","true","signaling-bandits","false","","false","false","10","","false","true","false","false","1","false","0.8","39","","0.926875","0.67875","","","","","-4.589066269397736","-3.441760014295578","","","","","","0.981228201641258","0.7352674848539419","","","","","0.9328125","0.6425","","","","","-4.568057634830475","-3.26423465013504","","","","","","0.9852193870825202","0.7012547921917762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_lang_max-message-len=12_train-percent=0.05_log","finished","-","dharakyu","","2023-01-25T06:59:35.000Z","841","","32","2","","true","true","64","40","","100","false","100","0.000005","12","perfect-teacher_lang_max-message-len=12_train-percent=0.05_log","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/outputs","true","","false","80","true","signaling-bandits","false","","false","false","10","","false","true","false","false","1","false","0.05","39","","0.9409375","0.516875","","","","","-4.550008118152618","-1.698717267215252","","","","","","0.987320830062903","0.3612852241047604","","","","","0.9290625","0.3934375","","","","","-4.362187583446502","-0.6710526682436466","","","","","","0.977906405334102","0.13186846975930022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_lang_max-message-len=12_train-percent=0.8_log","finished","-","dharakyu","","2023-01-25T06:59:15.000Z","856","","32","2","","true","true","64","40","","100","false","100","0.000005","12","perfect-teacher_lang_max-message-len=12_train-percent=0.8_log","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/outputs","true","","false","80","true","signaling-bandits","false","","false","false","10","","false","true","false","false","1","false","0.8","39","","0.9378125","0.6915625","","","","","-4.706522388458252","-3.6064631748199463","","","","","","0.985755860796804","0.7501417143078347","","","","","0.9328125","0.6840625","","","","","-4.545980341434479","-3.38821679353714","","","","","","0.9848130317791132","0.7278062784235583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"perfect-teacher_pedagogical-demos_k=2_train-percent=0.05_log","finished","-","dharakyu","","2023-01-25T06:50:20.000Z","474","","32","2","","true","false","64","40","","100","false","100","0.000005","4","perfect-teacher_pedagogical-demos_k=2_train-percent=0.05","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/outputs","true","","false","80","true","signaling-bandits","false","","true","false","2","","true","true","false","false","1","false","0.05","39","","0.8565625","0.3978125","","","","","-4.24501788854599","-0.726367119550705","","","","","","0.9383130734176072","0.14588858467196789","","","","","0.7875","0.333125","","","","","-4.043966491222381","-0.010960951894521714","","","","","","0.8693947850119854","-0.005347401288171332","","","","","","","","","","","","","","","","","","","","13.73","","","","","","","","","","","18.99"
"perfect-teacher_pedagogical-demos_k=2_train-percent=0.8_log","finished","-","dharakyu","","2023-01-25T06:47:45.000Z","461","","32","2","","true","false","64","40","","100","false","100","0.000005","4","perfect-teacher_pedagogical-demos_k=2_train-percent=0.8","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/outputs","true","","false","80","true","signaling-bandits","false","","true","false","2","","true","true","false","false","1","false","0.8","39","","0.9","0.5678125","","","","","-4.383627378940583","-2.1293945357203485","","","","","","0.9658201632334712","0.4617238657856518","","","","","0.89375","0.5665625","","","","","-4.30083464384079","-2.1303015461564065","","","","","","0.9644050058457272","0.4676192425778376","","","","","","","","","","","","","","","","","","","","22.63","","","","","","","","","","","22.8"
"perfect-teacher_pedagogical-demos_k=10_train-percent=0.05_5","finished","-","dharakyu","","2023-01-21T05:49:47.000Z","490","","32","2","","true","false","64","40","perfect-teacher_pedagogical-demos_k=10_train-percent=0.05","100","false","100","0.000005","4","perfect-teacher_pedagogical-demos_k=10_train-percent=0.05_5","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/outputs","false","","false","80","true","signaling-bandits","false","","true","false","10","","true","true","false","false","1","false","0.05","39","","0.880625","0.39","","","","","-4.26176087141037","-0.4860617744922638","","","","","","0.9495878937446804","0.0996266518616488","","","","","0.810625","0.338125","","","","","-4.135101075172424","0.0115181602537632","","","","","","0.8950155620351384","-0.01186562832224797","","","","","","","","","","","","","","","","","","","","17.18","","","","","","","","","","","24.5"
"perfect-teacher_pedagogical-demos_k=10_train-percent=0.05_4","finished","-","dharakyu","","2023-01-21T05:41:14.000Z","507","","32","2","","true","false","64","40","perfect-teacher_pedagogical-demos_k=10_train-percent=0.05","100","false","100","0.000005","4","perfect-teacher_pedagogical-demos_k=10_train-percent=0.05_4","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/outputs","false","","false","80","true","signaling-bandits","false","","true","false","10","","true","true","false","false","1","false","0.05","39","","0.8771875","0.410625","","","","","-4.46692385673523","-0.8712499752640724","","","","","","0.9525745502087004","0.17829533673934356","","","","","0.81125","0.350625","","","","","-4.227982068061829","-0.05874992892146111","","","","","","0.9003326252251407","0.00242834761018379","","","","","","","","","","","","","","","","","","","","14.85","","","","","","","","","","","23.63"
"perfect-teacher_pedagogical-demos_k=10_train-percent=0.05_3","finished","-","dharakyu","","2023-01-21T05:32:28.000Z","519","","32","2","","true","false","64","40","perfect-teacher_pedagogical-demos_k=10_train-percent=0.05","100","false","100","0.000005","4","perfect-teacher_pedagogical-demos_k=10_train-percent=0.05_3","100","","4","","","4","false","false","/home/dharakyu/signaling-bandits/outputs","false","","false","80","true","signaling-bandits","false","","true","false","10","","true","true","false","false","1","false","0.05","39","","0.8571875","0.3821875","","","","","-4.193188056945801","-0.3512176889181137","","","","","","0.9301538828416406","0.0649367962549113","","","","","0.7946875","0.3371875","","","","","-4.092398178577423","-0.00931840643286705","","","","","","0.8795070064426406","-0.011563239147147264","","","","","","","","","","","","","","","","","","","","16","","","","","","","","","","","23"
